"noun_no","dictionary_stem","stem","gender","noun_type","japanese_translation","english_translation","deponent_singular","deponent_plural","location_name"
"1673","ὑπερῴα","ὑπερῴ","Feminine","1a","素晴らしい","super","0","0","0"
"1674","ὑπερῴη","ὑπερῴ","Feminine","1e","ハイパー","hyperῴh","0","0","0"
"1675","ὑπηρεσία","ὑπηρεσί","Feminine","1a","サービス","service","0","0","0"
"1676","ὑποδιαστολή","ὑποδιαστολ","Feminine","1e","下線","underscore","0","0","0"
"1677","ὑποδοχή","ὑποδοχ","Feminine","1e","受信","reception","0","0","0"
"1678","ὑποθήκη","ὑποθήκ","Feminine","1e","モーゲージ","mortgage","0","0","0"
"1679","ὑπομονή","ὑπομον","Feminine","1e","忍耐","patience","0","0","0"
"1680","ὑποτείνουσα","ὑποτείνουσ","Feminine","1a","斜辺","hypotenuse","0","0","0"
"1681","ὑσμίνη","ὑσμίν","Feminine","1e","戦い、争い、戦い","battle, conflict, combat","0","0","0"
"1682","ὑστέρα","ὑστέρ","Feminine","1a","子宮、子宮","uterus, womb","0","0","0"
"1683","ὑστεραία","ὑστεραί","Feminine","1a","本土","mainland","0","0","0"
"1684","ὑφή","ὑφ","Feminine","1e","テクスチャー","texture","0","0","0"
"1685","ὕαινα","ὕαιν","Feminine","1a","ハイエナ","hyena","0","0","0"
"1686","ὕδρα","ὕδρ","Feminine","1a","水","water","0","0","0"
"1687","ὕλη","ὕλ","Feminine","1e","材料","material","0","0","0"
"1688","ὕρχη","ὕρχ","Feminine","1e","ソース","source","0","0","0"
"1689","ὕσγη","ὕσγ","Feminine","1e","水","water","0","0","0"
"1690","ὠλένη","ὠλέν","Feminine","1e","尺骨","ulna","0","0","0"
"1691","ὠλίγγη","ὠλίγγ","Feminine","1e","うたた寝、短い昼寝、短い睡眠、目の横のしわ、目尻のしわ","doze, short nap, short sleep, wrinkles beside the eyes, crow's feet","0","0","0"
"1692","ὠμοπλάτη","ὠμοπλάτ","Feminine","1e","肩甲骨","shoulder blade","0","0","0"
"1693","ὠρυγή","ὠρυγ","Feminine","1e","悲鳴","scream","0","0","0"
"1694","ὠτειλή","ὠτειλ","Feminine","1e","効果的","effective","0","0","0"
"1695","ὠφέλεια","ὠφέλει","Feminine","1a","利点","benefit","0","0","0"
"1696","ὠφελία","ὠφελί","Feminine","1a","利点","benefit","0","0","0"
"1697","ὤμιλλα","ὤμιλλ","Feminine","1a","ミラ","ὤmilla","0","0","0"
"1698","ὤρα","ὤρ","Feminine","1a","時間","time","0","0","0"
"1699","ὥρα","ὥρ","Feminine","1a","時間","time","0","0","0"
"1700","ὥρη","ὥρ","Feminine","1e","時間","time","0","0","0"
"1701","ᾠδή","ᾠδ","Feminine","1e","歌, 頌歌, 伝説, 物語, 物語","song, ode, legend, tale, story","0","0","0"
"1702","ῥάκτρια","ῥάκτρι","Feminine","1a","アクトリア","ῥaktria","0","0","0"
"1703","ῥέμβη","ῥέμβ","Feminine","1e","エンビ","ῥembi","0","0","0"
"1704","ῥίζα","ῥίζ","Feminine","1a","根","root","0","0","0"
"1705","ῥίνη","ῥίν","Feminine","1e","ファイル","file","0","0","0"
"1706","ῥαβδομαντεία","ῥαβδομαντεί","Feminine","1a","腹部","ῥabdomanteia","0","0","0"
"1707","ῥαδινάκη","ῥαδινάκ","Feminine","1e","スーサの近くで発見された黒い強い臭いの石油","black, strong-smelling petroleum found near Susa","0","0","0"
"1708","ῥαθυμία","ῥαθυμί","Feminine","1a","怠惰","indolence","0","0","0"
"1709","ῥαφή","ῥαφ","Feminine","1e","継ぎ目","seam","0","0","0"
"1710","ῥαφιδοθήκη","ῥαφιδοθήκ","Feminine","1e","本棚","bookshelf","0","0","0"
"1711","ῥαχία","ῥαχί","Feminine","1a","ハキア","ῥachia","0","0","0"
"1712","ῥαψῳδία","ῥαψῳδί","Feminine","1a","叙事詩の朗読、叙事詩の作曲、リグマロール","recitation of Epic poetry, Epic composition, rigmarole","0","0","0"
"1713","ῥητίνη","ῥητίν","Feminine","1e","樹脂","resin","0","0","0"
"1714","ῥιπή","ῥιπ","Feminine","1e","うま","horse","0","0","0"
"1715","ῥοή","ῥο","Feminine","1e","フロー","flow","0","0","0"
"1716","ῥοία","ῥοί","Feminine","1a","流れ、フラックス","flow, flux","0","0","0"
"1717","ῥοδάνη","ῥοδάν","Feminine","1e","横糸、横糸","woof, weft","0","0","0"
"1718","ῥοδέα","ῥοδέ","Feminine","1a","バラの茂み","rose-bush","0","0","0"
"1719","ῥοδοδάφνη","ῥοδοδάφν","Feminine","1e","キョウチクトウ","oleander","0","0","0"
"1720","ῥομφαία","ῥομφαί","Feminine","1a","トラキア人が使用した幅広の剣","broad sword used by the Thracians","0","0","0"
"1721","ῥοπή","ῥοπ","Feminine","1e","トルク","torque","0","0","0"
"1722","ῥυκάνη","ῥυκάν","Feminine","1e","かんな、木材をならすための道具","plane, tool for smoothing wood","0","0","0"
"1723","ῥυτή","ῥυτ","Feminine","1e","通り","rue","0","0","0"
"1724","ῥωγή","ῥωγ","Feminine","1e","談話","discourse","0","0","0"
"1725","ῥόα","ῥό","Feminine","1a","ザクロの木、果実、ザクロ、ザクロのような形のノブ","pomegranate tree, fruit, pomegranate, knob shaped like pomegranate","0","0","0"
"1726","ῥύμη","ῥύμ","Feminine","1e","力、スイング、動きのある体の突進、突進、兵士の突撃、船の突撃、通り、車線、路地、スリット、割れ目、亀裂","force, swing, rush of a body in motion, rush, charge of soldiers, charge of ships, street, lane, alley, slit, chink, crack","0","0","0"
"1727","ῥώμη","ῥώμ","Feminine","1e","ローマ","Rome","0","0","0"
"1728","ῥᾳστώνη","ῥᾳστών","Feminine","1e","何でもやりやすい、気性が荒い、気立てが良い、温和、嫌なことから解放される、休息、余暇、安らぎ、レクリエーション、贅沢な安らぎ、怠惰、休息時間、平穏と平穏の季節","easiness of doing anything, easiness of temper, good nature, mildness, relief from anything unpleasant, rest, leasure, ease, recreation, luxurious ease, indolence, resting-time, season of calm and tranquillity","0","0","0"
"1800","Αἰγινήτης",,"Masculine","1es","歯肉炎","Aeginitis","0","1","1"
"1801","Βέλγης",,"Masculine","1es","ベルギーの","Belgian","0","1","1"
"1802","Βαστάρναι",,"Masculine","1as","それは退屈だ","It's boring","0","1","1"
"1803","Βισάλτης",,"Masculine","1es","ビサルティス","Visaltis","0","1","1"
"1804","Βορέης",,"Masculine","1es","北","North","0","1","1"
"1805","Βοῦσαι",,"Masculine","1as","あなたが座る","You sit","1","0","1"
"1806","Βρέναι",,"Masculine","1as","臭い","It stinks","1","0","1"
"1807","Βρεῦκοι",,"Masculine","2","ブレッキ","Breukki","1","0","1"
"1808","Γέτης",,"Masculine","1es","ゲティス","Getis","0","1","1"
"1809","Γαίτουλοι",,"Masculine","2","猫","Cats","1","0","1"
"1810","Γαλάτας",,"Masculine","1as","牛乳屋さん","Milkman","0","1","1"
"1811","Γαλάτης",,"Masculine","1es","ガリア","Gaul","0","1","1"
"1812","Δάκης",,"Masculine","1es","ダキス","Dakis","0","1","1"
"1813","Δάοι",,"Masculine","2","ダオ","Dao","1","0","1"
"1814","Δανθηλῆται",,"Masculine","1as","レース付きです","It is laced","0","1","1"
"1815","Δαρεῖται",,"Masculine","1as","寄付されます","It is donated","0","1","1"
"1816","Δεκαπολίτης",,"Masculine","1es","デカポリタン","Decapolitan","0","1","1"
"1817","Δροπικοί",,"Masculine","2","ドロピック","Dropic","1","0","1"
"1818","Εἱλώτης",,"Masculine","1es","申立人","Petitioner","0","1","1"
"1819","Ζακάται",,"Masculine","1as","彼は病気である","He is sick","1","0","1"
"1820","Ζιγχοί",,"Masculine","2","ジグス","Zighs","1","0","1"
"1821","Θυσσαγέται",,"Masculine","1as","彼は苦しんでいる","He is suffering","0","1","1"
"1822","Κάβειροι",,"Masculine","2","洞窟探検家","Cavers","1","0","1"
"1823","Κάνταβροι",,"Masculine","2","カンタブリア人","Cantabrians","1","0","1"
"1824","Καλίγγαι",,"Masculine","1as","カリガイ","Kaligai","1","0","1"
"1825","Καλλιπίδαι",,"Masculine","1as","カリピダイ","Kallipidai","1","0","1"
"1826","Κερκέται",,"Masculine","1as","それが来るの","It's coming","1","0","1"
"1827","Κοναψηνοί",,"Masculine","2","コナプシニ","Konapsini","1","0","1"
"1828","Κροτωνιάτης",,"Masculine","1es","クロトニアン","Crotonian","0","1","1"
"1829","Κρόβυζοι",,"Masculine","2","栗","Chestnuts","1","0","1"
"1830","Κυδωνιάτης",,"Masculine","1es","キドニアティス","Kydoniatis","0","1","1"
"1831","Κυρίτης",,"Masculine","1es","主","Lord","0","1","1"
"1832","Κωνσταντινουπολίτης",,"Masculine","1es","コンスタンティノープル","Constantinople","0","1","1"
"1833","Λαζοί",,"Masculine","2","怠惰","Lazy","1","0","1"
"1834","Λεωνίδης",,"Masculine","1es","しし座","Leonidis","0","1","1"
"1835","Μάκαι",,"Masculine","1as","マッケイ","Mackay","0","1","1"
"1836","Μέτειβοι",,"Masculine","2","助産師","Midwives","1","0","1"
"1837","Μαριανδυνοί",,"Masculine","2","マリアンディン","Mariandyns","1","0","1"
"1838","Μασσαλιώτης",,"Masculine","1es","マサリオティス","Massaliotis","0","1","1"
"1839","Ματῆροι",,"Masculine","2","母親の","Mothers","1","0","1"
"1840","Μεγαλοπολίτης",,"Masculine","1es","メトロポリタン","Metropolitan","0","1","1"
"1841","Μελάγχλαινοι",,"Masculine","2","浅黒い肌","Dark-skinned","1","0","1"
"1842","Μινύης",,"Masculine","1es","マイナス","Minuis","0","1","1"
"1843","Μοδόκαι",,"Masculine","1as","モドカイ","Modokai","0","1","1"
"1844","Μοσσύνοικοι",,"Masculine","2","モシニコイ","Mossynikoi","1","0","1"
"1845","Μωαβίτης",,"Masculine","1es","モアブ人","Moabite","0","1","1"
"1846","Μύκοι",,"Masculine","2","菌類","Fungi","1","0","1"
"1847","Νεαπολίτης",,"Masculine","1es","ナポリタン","Neapolitan","0","1","1"
"1848","Νευροί",,"Masculine","2","神経","Nerves","1","0","1"
"1849","Οὐενέδαι",,"Masculine","1as","何もない","Nothing","0","1","1"
"1850","Πέλιγνοι",,"Masculine","2","ペリカン","Pelicans","1","0","1"
"1851","Πέρσης",,"Masculine","1es","ペルシア語","Persian","0","1","1"
"1852","Παντίμαθοι",,"Masculine","2","学習者","Learners","1","0","1"
"1853","Παρητακηνοί",,"Masculine","2","パリタシン","Paritacines","1","0","1"
"1854","Παυσοί",,"Masculine","2","一時停止","Pauses","1","0","1"
"1855","Πελασγιώτης",,"Masculine","1es","ペラスギオティス","Pelasgiotis","0","1","1"
"1856","Περσείδης",,"Masculine","1es","ペルセイド","Perseid","0","1","1"
"1857","Πισάτης",,"Masculine","1es","ピサティス","Pisatis","0","1","1"
"1858","Πισίδης",,"Masculine","1es","ピシディス","Pisidis","0","1","1"
"1859","Πιτανάτης",,"Masculine","1es","ピタナティス","Pitanatis","0","1","1"
"1860","Ποτιδαιάτης",,"Masculine","1es","ポチダイエート","Potidaiates","0","1","1"
"1861","Σάκης",,"Masculine","1es","サキス","Sakis","0","1","1"
"1862","Σάτραι",,"Masculine","1as","サトライ","Satrai","0","1","1"
"1863","Σίνδοι",,"Masculine","2","ベール","Veils","1","0","1"
"1864","Σαΐτης",,"Masculine","1es","シャトル","Shuttle","0","1","1"
"1865","Σαμαρίτης",,"Masculine","1es","サマリア人","Samaritan","0","1","1"
"1866","Σαράγγαι",,"Masculine","1as","サラゴサ","Zaragoza","0","1","1"
"1867","Σατταγύδαι",,"Masculine","1as","サッタジダイ","Sattagydai","0","1","1"
"1868","Σαυνίτης",,"Masculine","1es","サウナイト","Saunite","0","1","1"
"1869","Σαυρομάτης",,"Masculine","1es","サウロマティス","Sauromatis","0","1","1"
"1870","Σικελιώτης",,"Masculine","1es","シチリア語","Sicilian","0","1","1"
"1871","Σιρακηνοί",,"Masculine","2","シラクサ","Syracuses","1","0","1"
"1872","Σκυρμιάδαι",,"Masculine","1as","小競り合い","Skirmish","0","1","1"
"1873","Σκύθης",,"Masculine","1es","スキタイ語","Scythian","0","1","1"
"1874","Σπαρτιάτης",,"Masculine","1es","スパルタン","Spartan","0","1","1"
"1875","Σταγειρίτης",,"Masculine","1es","ステージアティス","Stageritis","0","1","1"
"1876","Συβαρίτης",,"Masculine","1es","シバライト","Sybarite","0","1","1"
"1877","Συριάρχης",,"Masculine","1es","セリアーク","Seriarch","0","1","1"
"1878","Ταυρομενίτης",,"Masculine","1es","タウロメニティス","Tauromenitis","0","1","1"
"1879","Τεγεάτης",,"Masculine","1es","テゲティス","Tegeatis","0","1","1"
"1880","Τεντερίτης",,"Masculine","1es","テンデライト","Tenderite","0","1","1"
"1881","Τεσσαρεσκαιδεκατῖται",,"Masculine","1as","フォーティーン","Fourteen","0","1","1"
"1882","Τορέται",,"Masculine","1as","とれたい","Toretai","0","1","1"
"1883","Τρανίψαι",,"Masculine","1as","あなたは窒息した","You choked","0","1","1"
"1884","Τραυσοί",,"Masculine","2","トラス","Trusses","1","0","1"
"1885","Τυράμβαι",,"Masculine","1as","私は興奮しています","I'm excited","0","1","1"
"1886","Φίννοι",,"Masculine","2","フィンランド人","Finns","1","0","1"
"1887","Φαραώθης",,"Masculine","1es","ファラオ","Pharaoh","0","1","1"
"1888","Φασηλίτης",,"Masculine","1es","ファシリテ","Fasilite","0","1","1"
"1889","Φθιώτης",,"Masculine","1es","フチオティス","Fthiotis","0","1","1"
"1890","Φιδηνάτης",,"Masculine","1es","フィディネティス","Fidinetis","0","1","1"
"1891","αἰδίλης",,"Masculine","1es","のどかな","idyllic","0","0","0"
"1892","αἰειγενέτης",,"Masculine","1es","オーナー","owner","0","0","0"
"1893","αἰχμητής",,"Masculine","1es","キャプテン","captain","0","0","0"
"1894","αἱρεσιώτης",,"Masculine","1es","異端者","heretic","0","0","0"
"1895","αὐθέντης",,"Masculine","1es","主","lord","0","0","0"
"1896","αὐλητής",,"Masculine","1es","パイパー","piper","0","0","0"
"1897","αὐλωπίας",,"Masculine","1as","不注意","carelessness","0","0","0"
"1898","αὐτερέτης",,"Masculine","1es","観察者","observant","0","0","0"
"1899","βαπτιστής",,"Masculine","1es","バプテスト","baptist","0","0","0"
"1900","βασκᾶς",,"Masculine","1as","ティール","teal","0","0","0"
"1901","βασυνίας",,"Masculine","1as","苦しめる","torment","0","0","0"
"1902","βατραχίτης",,"Masculine","1es","オタマジャクシ","tadpole","0","0","0"
"1903","βιβλιοπώλης",,"Masculine","1es","書店","bookseller","0","0","0"
"1904","βωλίτης",,"Masculine","1es","ボライト","bolite","0","0","0"
"1905","βύας",,"Masculine","1as","小麦","wheat","0","0","0"
"1906","γέννας",,"Masculine","1as","誕生","birth","0","0","0"
"1907","γαλαξίας",,"Masculine","1as","銀河","galaxy","0","0","0"
"1908","γαστρόπτης",,"Masculine","1es","腹足類","gastropod","0","0","0"
"1909","γαφάγας",,"Masculine","1as","食べる人","eater","0","0","0"
"1910","γενέτας",,"Masculine","1as","遺伝子","geneta","0","0","0"
"1911","γενέτης",,"Masculine","1es","発生器","generator","0","0","0"
"1912","γλωττοειδής",,"Masculine","1es","声門","glottis","0","0","0"
"1913","γυμναστής",,"Masculine","1es","トレーナー","trainer","0","0","0"
"1914","δήκτης",,"Masculine","1es","泥棒","thief","0","0","0"
"1915","δαμάλης",,"Masculine","1es","雌牛","heifer","0","0","0"
"1916","δανειστής",,"Masculine","1es","貸し手","lender","0","0","0"
"1917","δειπνοσοφιστής",,"Masculine","1es","ディナーソフィスト","dinner sophist","0","0","0"
"1918","δερμηστής",,"Masculine","1es","タナー","tanner","0","0","0"
"1919","δεσπότης",,"Masculine","1es","専制君主","despot","0","0","0"
"1920","διαβήτης",,"Masculine","1es","糖尿病","diabetes","0","0","0"
"1921","διασκευαστής",,"Masculine","1es","アレンジャー","arranger","0","0","0"
"1922","δικαστής",,"Masculine","1es","裁判官","judge","0","0","0"
"1923","διλοχίτης",,"Masculine","1es","ダイロカイト","dilochite","0","0","0"
"1924","διοικητής",,"Masculine","1es","司令官","commander","0","0","0"
"1925","δρακοντίας",,"Masculine","1as","厳格な","draconian","0","0","0"
